query_id,text,gold_sql,pred_sql,complexity,EM,EX,valid,latency_ms,model_succeeded
0,Tìm áo thun,SELECT * FROM products WHERE name LIKE '%áo thun%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%áo thun%' LIMIT 10;,simple,1,1,True,1499.4385242462158,True
LIMIT 8;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Balo & Vali' ORDER BY review_count DESC, rating DESC,;",complex,0,0,True,3685.296058654785,True
206,Top 9 sản phẩm bán chạy nhất trong danh mục Phụ kiện thời trang,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Phụ kiện thời trang'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 9;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Phụ kiện thời trang' ORDER BY review_count DESC LIMIT;",complex,0,0,True,3695.2266693115234,True
207,Top 10 sản phẩm bán chạy nhất trong danh mục Giày dép nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Giày dép nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 10;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Giày dép nam' ORDER BY review_count DESC LIMIT 10;",complex,0,0,True,3691.58935546875,True
208,Top 11 sản phẩm bán chạy nhất trong danh mục Túi nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Túi nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 11;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Túi nam' ORDER BY review_count DESC LIMIT 11;",complex,0,0,True,3625.5836486816406,True
209,Top 12 sản phẩm bán chạy nhất trong danh mục Balo & Vali,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Balo & Vali'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 12;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Balo & Vali' ORDER BY review_count DESC LIMIT 12;",complex,0,0,True,3694.124460220337,True
210,Top 13 sản phẩm bán chạy nhất trong danh mục Phụ kiện thời trang,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Phụ kiện thời trang'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 13;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Phụ kiện thời trang' ORDER BY review_count DESC LIMIT;",complex,0,0,True,3699.7013092041016,True
211,Top 14 sản phẩm bán chạy nhất trong danh mục Giày dép nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Giày dép nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 14;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Giày dép nam' ORDER BY review_count DESC LIMIT 14;",complex,0,0,True,3683.59375,True
212,Top 5 sản phẩm bán chạy nhất trong danh mục Túi nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Túi nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 5;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Túi nam' ORDER BY review_count DESC LIMIT 5;",complex,0,0,True,3571.864366531372,True
213,Top 6 sản phẩm bán chạy nhất trong danh mục Balo & Vali,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Balo & Vali'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 6;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Balo & Vali' ORDER BY review_count DESC LIMIT 6;",complex,0,0,True,3632.7145099639893,True
214,Top 7 sản phẩm bán chạy nhất trong danh mục Phụ kiện thời trang,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Phụ kiện thời trang'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 7;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Phụ kiện thời trang' ORDER BY review_count DESC LIMIT;",complex,0,0,True,3691.434383392334,True
215,Top 8 sản phẩm bán chạy nhất trong danh mục Giày dép nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Giày dép nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 8;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Giày dép nam' ORDER BY review_count DESC LIMIT 8;",complex,0,0,True,3637.7129554748535,True
216,Top 9 sản phẩm bán chạy nhất trong danh mục Túi nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Túi nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 9;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Túi nam' ORDER BY review_count DESC LIMIT 9;",complex,0,0,True,3568.9456462860107,True
217,Top 10 sản phẩm bán chạy nhất trong danh mục Balo & Vali,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Balo & Vali'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 10;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Balo & Vali' ORDER BY review_count DESC LIMIT 10;",complex,0,0,True,3692.6310062408447,True
218,Top 11 sản phẩm bán chạy nhất trong danh mục Phụ kiện thời trang,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Phụ kiện thời trang'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 11;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Phụ kiện thời trang' ORDER BY review_count DESC LIMIT;",complex,0,0,True,3692.4965381622314,True
219,Top 12 sản phẩm bán chạy nhất trong danh mục Giày dép nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Giày dép nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 12;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Giày dép nam' ORDER BY review_count DESC LIMIT 12;",complex,0,0,True,3692.706346511841,True
220,Top 13 sản phẩm bán chạy nhất trong danh mục Túi nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Túi nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 13;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Túi nam' ORDER BY review_count DESC LIMIT 13;",complex,0,0,True,3628.7221908569336,True
221,Top 14 sản phẩm bán chạy nhất trong danh mục Balo & Vali,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Balo & Vali'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 14;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Balo & Vali' ORDER BY review_count DESC, rating DESC,;",complex,0,0,True,3685.0202083587646,True
222,Top 5 sản phẩm bán chạy nhất trong danh mục Phụ kiện thời trang,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Phụ kiện thời trang'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 5;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Phụ kiện thời trang' ORDER BY review_count DESC LIMIT;",complex,0,0,True,3693.6144828796387,True
223,Top 6 sản phẩm bán chạy nhất trong danh mục Giày dép nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Giày dép nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 6;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Giày dép nam' ORDER BY review_count DESC LIMIT 6;",complex,0,0,True,3627.9096603393555,True
224,Top 7 sản phẩm bán chạy nhất trong danh mục Túi nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Túi nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 7;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Túi nam' ORDER BY review_count DESC LIMIT 7;",complex,0,0,True,3566.002130508423,True
225,Top 8 sản phẩm bán chạy nhất trong danh mục Balo & Vali,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Balo & Vali'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 8;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Balo & Vali' ORDER BY review_count DESC, rating DESC,;",complex,0,0,True,3683.55655670166,True
226,Top 9 sản phẩm bán chạy nhất trong danh mục Phụ kiện thời trang,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Phụ kiện thời trang'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 9;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Phụ kiện thời trang' ORDER BY review_count DESC LIMIT;",complex,0,0,True,3693.423271179199,True
227,Top 10 sản phẩm bán chạy nhất trong danh mục Giày dép nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Giày dép nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 10;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Giày dép nam' ORDER BY review_count DESC LIMIT 10;",complex,0,0,True,3690.758228302002,True
228,Top 11 sản phẩm bán chạy nhất trong danh mục Túi nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Túi nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 11;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Túi nam' ORDER BY review_count DESC LIMIT 11;",complex,0,0,True,3632.9407691955566,True
229,Top 12 sản phẩm bán chạy nhất trong danh mục Balo & Vali,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Balo & Vali'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 12;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Balo & Vali' ORDER BY review_count DESC LIMIT 12;",complex,0,0,True,3695.582389831543,True
230,Top 13 sản phẩm bán chạy nhất trong danh mục Phụ kiện thời trang,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Phụ kiện thời trang'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 13;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Phụ kiện thời trang' ORDER BY review_count DESC LIMIT;",complex,0,0,True,3695.1355934143066,True
231,Top 14 sản phẩm bán chạy nhất trong danh mục Giày dép nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Giày dép nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 14;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Giày dép nam' ORDER BY review_count DESC LIMIT 14;",complex,0,0,True,3690.195322036743,True
232,Sản phẩm Nike hoặc Adidas có đánh giá trên 4.0 sao,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE (b.brand_name LIKE '%Nike%' OR b.brand_name LIKE '%Adidas%') 
AND rv.rating_average >= 4.0
ORDER BY rv.rating_average DESC, pr.current_price ASC 
LIMIT 15;",SELECT * FROM products WHERE rating > 4.0 AND (name LIKE '%Nike%' OR name LIKE '%Adidas%') LIMIT 10;,complex,0,0,True,2396.1198329925537,True
233,Sản phẩm Samsung hoặc Apple có đánh giá trên 4.1 sao,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE (b.brand_name LIKE '%Samsung%' OR b.brand_name LIKE '%Apple%') 
AND rv.rating_average >= 4.1
ORDER BY rv.rating_average DESC, pr.current_price ASC 
LIMIT 15;",SELECT * FROM products JOIN brands b ON brand_id = b.id WHERE (b.name = 'Samsung' OR b.name = 'Apple') AND rating > 4.1;,complex,0,0,True,3108.8685989379883,True
234,Sản phẩm Louis Vuitton hoặc Gucci có đánh giá trên 4.2 sao,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE (b.brand_name LIKE '%Louis Vuitton%' OR b.brand_name LIKE '%Gucci%') 
AND rv.rating_average >= 4.2
ORDER BY rv.rating_average DESC, pr.current_price ASC 
LIMIT 15;",SELECT * FROM products WHERE rating > 4.2 AND (name LIKE '%Louis Vuitton%' OR name LIKE '%Gucci%') LIMIT 10;,complex,0,0,True,2451.0765075683594,True
235,Sản phẩm Nike hoặc Adidas có đánh giá trên 4.3 sao,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE (b.brand_name LIKE '%Nike%' OR b.brand_name LIKE '%Adidas%') 
AND rv.rating_average >= 4.3
ORDER BY rv.rating_average DESC, pr.current_price ASC 
LIMIT 15;",SELECT * FROM products WHERE rating > 4.3 AND (name LIKE '%Nike%' OR name LIKE '%Adidas%') LIMIT 10;,complex,0,0,True,2385.7691287994385,True
236,Sản phẩm Samsung hoặc Apple có đánh giá trên 4.4 sao,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE (b.brand_name LIKE '%Samsung%' OR b.brand_name LIKE '%Apple%') 
AND rv.rating_average >= 4.4
ORDER BY rv.rating_average DESC, pr.current_price ASC 
LIMIT 15;",SELECT * FROM products JOIN brands b ON brand_id = b.id WHERE (b.name = 'Samsung' OR b.name = 'Apple') AND rating > 4.4;,complex,0,0,True,3102.726459503174,True
237,Sản phẩm Louis Vuitton hoặc Gucci có đánh giá trên 4.0 sao,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE (b.brand_name LIKE '%Louis Vuitton%' OR b.brand_name LIKE '%Gucci%') 
AND rv.rating_average >= 4.0
ORDER BY rv.rating_average DESC, pr.current_price ASC 
LIMIT 15;",SELECT * FROM products WHERE rating > 4.0 AND (name LIKE '%Louis Vuitton%' OR name LIKE '%Gucci%') LIMIT 10;,complex,0,0,True,2524.594783782959,True
238,Sản phẩm Nike hoặc Adidas có đánh giá trên 4.1 sao,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE (b.brand_name LIKE '%Nike%' OR b.brand_name LIKE '%Adidas%') 
AND rv.rating_average >= 4.1
ORDER BY rv.rating_average DESC, pr.current_price ASC 
LIMIT 15;",SELECT * FROM products WHERE rating > 4.1 AND (name LIKE '%Nike%' OR name LIKE '%Adidas%') LIMIT 10;,complex,0,0,True,2400.073528289795,True
239,Sản phẩm Samsung hoặc Apple có đánh giá trên 4.2 sao,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE (b.brand_name LIKE '%Samsung%' OR b.brand_name LIKE '%Apple%') 
AND rv.rating_average >= 4.2
ORDER BY rv.rating_average DESC, pr.current_price ASC 
LIMIT 15;",SELECT * FROM products JOIN brands b ON brand_id = b.id WHERE (b.name = 'Samsung' OR b.name = 'Apple') AND rating > 4.2;,complex,0,0,True,3111.6011142730713,True
240,Sản phẩm Louis Vuitton hoặc Gucci có đánh giá trên 4.3 sao,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE (b.brand_name LIKE '%Louis Vuitton%' OR b.brand_name LIKE '%Gucci%') 
AND rv.rating_average >= 4.3
ORDER BY rv.rating_average DESC, pr.current_price ASC 
LIMIT 15;",SELECT * FROM products WHERE (brand_id = (SELECT id FROM brands WHERE name = 'Louis Vuitton') OR brand_id = (SELECT id FROM brands WHERE name = 'Gucci')) AND rating > 4.3;,complex,0,0,True,3640.1398181915283,True
241,Sản phẩm Nike hoặc Adidas có đánh giá trên 4.4 sao,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE (b.brand_name LIKE '%Nike%' OR b.brand_name LIKE '%Adidas%') 
AND rv.rating_average >= 4.4
ORDER BY rv.rating_average DESC, pr.current_price ASC 
LIMIT 15;",SELECT * FROM products WHERE rating > 4.4 AND (name LIKE '%Nike%' OR name LIKE '%Adidas%') LIMIT 10;,complex,0,0,True,2398.5798358917236,True
242,Sản phẩm Samsung hoặc Apple có đánh giá trên 4.0 sao,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE (b.brand_name LIKE '%Samsung%' OR b.brand_name LIKE '%Apple%') 
AND rv.rating_average >= 4.0
ORDER BY rv.rating_average DESC, pr.current_price ASC 
LIMIT 15;",SELECT * FROM products JOIN brands b ON brand_id = b.id WHERE (b.name = 'Samsung' OR b.name = 'Apple') AND rating > 4.0;,complex,0,0,True,3116.5101528167725,True
243,Sản phẩm Louis Vuitton hoặc Gucci có đánh giá trên 4.1 sao,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE (b.brand_name LIKE '%Louis Vuitton%' OR b.brand_name LIKE '%Gucci%') 
AND rv.rating_average >= 4.1
ORDER BY rv.rating_average DESC, pr.current_price ASC 
LIMIT 15;",SELECT * FROM products WHERE rating > 4.1 AND (name LIKE '%Louis Vuitton%' OR name LIKE '%Gucci%') LIMIT 10;,complex,0,0,True,2453.545570373535,True
244,Sản phẩm Nike hoặc Adidas có đánh giá trên 4.2 sao,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE (b.brand_name LIKE '%Nike%' OR b.brand_name LIKE '%Adidas%') 
AND rv.rating_average >= 4.2
ORDER BY rv.rating_average DESC, pr.current_price ASC 
LIMIT 15;",SELECT * FROM products WHERE rating > 4.2 AND (name LIKE '%Nike%' OR name LIKE '%Adidas%') LIMIT 10;,complex,0,0,True,2390.1264667510986,True
245,Sản phẩm Samsung hoặc Apple có đánh giá trên 4.3 sao,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE (b.brand_name LIKE '%Samsung%' OR b.brand_name LIKE '%Apple%') 
